Height (km),Charge Density (normalized)
0.0,-1.0
0.10020040080160321,-0.8822758639125928
0.20040080160320642,-0.778410700042712
0.30060120240480964,-0.6867729728589899
0.40080160320641284,-0.6059232179409849
0.5010020040080161,-0.5345914305735807
0.6012024048096193,-0.4716571162495748
0.7014028056112225,-0.4161316897096158
0.8016032064128257,-0.36714294603995834
0.9018036072144289,-0.3239213598968187
1.0020040080160322,-0.28578799764270757
1.1022044088176353,-0.25214385251606986
1.2024048096192386,-0.22246043530886492
1.3026052104208417,-0.19627147274850026
1.402805611222445,-0.17316558318057995
1.503006012024048,-0.15277981450057418
1.6032064128256514,-0.13479394282689977
1.7034068136272547,-0.1189254423577876
1.8036072144288577,-0.10492504739740434
1.903807615230461,-0.09257283683861464
2.0040080160320644,-0.49949924891518566
2.1042084168336674,-0.48714216198636784
2.2044088176352705,-0.4750907764128533
2.3046092184368736,-0.46333752946410756
2.404809619238477,-0.4518750455036084
2.50501002004008,-0.44069613136033664
2.6052104208416833,-0.4297937718147709
2.705410821643287,-0.4191611251965546
2.80561122244489,-0.4087915190910719
2.905811623246493,-0.3986784461522383
3.006012024048096,-0.3888155600188785
3.1062124248496996,-0.37919667133212875
3.2064128256513027,-0.3698157438513647
3.306613226452906,-0.3606668906662167
3.4068136272545093,-0.3517443705022961
3.5070140280561124,-0.34304258411831456
3.6072144288577155,-0.3345560707923334
3.7074148296593186,-0.3262795048949409
3.807615230460922,-0.31820769254720493
3.907815631262525,-0.3103355683613045
4.008016032064129,-0.30265819226179425
4.108216432865731,-0.2951707463855085
4.208416833667335,-0.287868532058157
4.308617234468938,-0.2807469668457179
4.408817635270541,-0.27380158167877544
4.509018036072145,-0.26702801804799814
4.609218436873747,-0.2604220252689994
4.709418837675351,-0.2539794578148604
4.809619238476954,-0.24769627271464587
4.909819639278557,-0.24156852701627596
5.01002004008016,-0.235592375312165
5.110220440881764,-0.22976406732607346
5.210420841683367,-0.2240799455596579
5.31062124248497,-0.21853644299724337
5.410821643286574,-0.2131300808673773
5.511022044088176,-0.2078574664597602
5.61122244488978,-0.2027152909961826
5.711422845691383,-0.1977003275541339
5.811623246492986,-0.19280942904177797
5.9118236472945895,-0.1880395262230261
6.012024048096192,-0.18338762579146772
6.112224448897796,-0.17885080849194968
6.212424849699399,-0.17442622728862606
6.312625250501002,-0.17011110557832843
6.412825651302605,-0.165902735448135
6.513026052104209,-0.16179847597604644
6.613226452905812,-0.15779575157370057
6.713426853707415,-0.15389205037008682
6.813627254509019,-0.15008492263524598
6.913827655310621,-0.14637197924296563
7.014028056112225,-0.14275089017150724
7.114228456913827,-0.13921938304142356
7.214428857715431,-0.1357752416895486
7.3146292585170345,-0.1324163047782663
7.414829659318637,-0.12914046443918362
7.515030060120241,-0.12594566495035822
7.615230460921844,-0.12282990144625013
7.715430861723447,-0.11979121865958761
7.81563126252505,-0.1168277096943581
7.915831663326654,-0.11393751482915418
8.016032064128257,-0.11111882035012324
8.11623246492986,-0.10836985741278896
8.216432865731463,-0.10568890093202996
8.316633266533067,-0.10307426849951937
8.41683366733467,-0.10052431932794587
8.517034068136272,-0.09803745322135321
8.617234468937877,-0.09561210957095287
8.71743486973948,-0.09324676637577915
8.817635270541082,-0.09093993928757203
8.917835671342687,-0.08869018067928879
9.01803607214429,-0.08649607873665979
9.118236472945892,-0.08435625657221794
9.218436873747494,-0.08226937136124628
9.318637274549099,-0.08023411349910133
9.418837675350701,-0.07824920577938346
9.519038076152304,-0.07631340259243818
9.619238476953909,-0.07442548914368591
9.719438877755511,-0.07258428069128947
9.819639278557114,-0.07078862180268067
9.919839679358718,-0.0690373856294798
10.02004008016032,-0.06732947320035289
10.120240480961924,-0.06566381273136279
10.220440881763528,-0.06403935895338153
10.32064128256513,-0.062455092456141885
10.420841683366733,-0.06091001904851612
10.521042084168338,-0.0594031691346211
10.62124248496994,-0.05793359710535781
10.721442885771543,-0.05650038074500334
10.821643286573147,-0.055102620652483426
10.92184368737475,-0.05373943967696203
11.022044088176353,-0.05240998236739371
11.122244488977957,-0.05111341443569364
11.22244488977956,-0.049848922233188236
11.322645290581162,-0.0486157122400177
11.422845691382767,-0.04741301056717034
11.52304609218437,-0.046240062470836035
11.623246492985972,-0.04509613187877401
11.723446893787575,-0.04398050092839782
11.823647294589179,-0.04289246951628762
11.923847695390782,-0.041831354858847106
12.024048096192384,-0.040796491063829134
12.124248496993989,-0.03978722871246155
12.224448897795591,-0.03880293445191077
12.324649298597194,-0.037842990597827225
12.424849699398798,-0.03690679474672356
12.525050100200401,-0.03599375939794221
12.625250501002004,-0.03510331158497494
12.725450901803608,-0.03423489251590328
12.82565130260521,-0.03338795722273413
12.925851703406813,-0.03256197421941028
13.026052104208418,-0.03175642516828147
13.12625250501002,-0.030970804554826686
13.226452905811623,-0.030204619370423333
13.326653306613228,-0.029457388802964446
13.42685370741483,-0.028728643935129774
13.527054108216433,-0.028017927450121143
13.627254509018037,-0.027324793344677772
13.72745490981964,-0.026648806649191274
13.827655310621243,-0.025989543154744603
13.927855711422847,-0.025346589146903888
14.02805611222445,-0.024719541146095973
14.128256513026052,-0.024108005654408654
14.228456913827655,-0.023511598908654886
14.32865731462926,-0.022929946639545905
14.428857715430862,-0.022362683836822182
14.529058116232465,-0.021809454520194716
14.629258517034069,-0.021269911515953064
14.729458917835672,-0.02074371623909986
14.829659318637274,-0.02023053848087502
14.929859719438879,-0.01973005620153646
15.030060120240481,0.9957149044427556
15.130260521042084,0.9815634259927737
15.230460921843688,0.9676130737300433
15.330661322645291,0.9538609891727927
15.430861723446894,0.9403043544650783
15.531062124248498,0.9269403917993956
15.6312625250501,0.9137663628474959
15.731462925851703,0.9007795681992914
15.831663326653308,0.8879773468097356
15.93186372745491,0.8753570754535661
16.032064128256515,0.8629161681877929
16.132264529058116,0.8506520758218317
16.23246492985972,0.8385622853951612
16.332665330661325,0.8266443196624109
16.432865731462925,0.814895736585763
16.53306613226453,0.8033141288345669
16.633266533066134,0.7918971232920711
16.733466933867735,0.780642380569161
16.83366733466934,0.7695475945250075
16.933867735470944,0.7586104917945319
17.034068136272545,0.7478288313225835
17.13426853707415,0.737200403904738
17.234468937875754,0.7267230317346243
17.334669338677354,0.7163945679576826
17.43486973947896,0.706212896231265
17.535070140280563,0.6961759302909899
17.635270541082164,0.6862816135232577
17.73547094188377,0.6765279185438414
17.835671342685373,0.6669128467824698
17.935871743486974,0.6574344280733114
18.03607214428858,0.6480907202512792
18.13627254509018,0.6388798087540754
18.236472945891784,0.6297998062298872
18.336673346693388,0.6208488521506641
18.43687374749499,0.6120251124308866
18.537074148296593,0.6033267790517547
18.637274549098198,0.594752069690719
18.7374749498998,0.5862992273562755
18.837675350701403,0.5779665200279495
18.937875751503007,0.5697522403014006
19.03807615230461,0.5616547050385673
19.138276553106213,0.5536722550227844
19.238476953907817,0.5458032546188054
19.338677354709418,0.5380460914376531
19.438877755511022,0.5303991760062343
19.539078156312627,0.5228609414416516
19.639278557114228,0.515429843130143
19.739478957915832,0.5081043584105827
19.839679358717436,0.5008829862624843
19.939879759519037,0.49376424699843474
20.04008016032064,0.4867466819608997
20.140280561122246,0.4798288532233407
20.240480961923847,0.4730093432955771
20.34068136272545,0.4662867548333368
20.440881763527056,0.45965971035193587
20.541082164328657,0.4531268519440258
20.64128256513026,0.44668684100135264
20.741482965931866,0.440338357940472
20.841683366733466,0.43408010193236063
20.94188376753507,0.42791079063587095
21.042084168336675,0.4218291599349754
21.142284569138276,0.4158339636797437
21.24248496993988,0.4099239734310009
21.342685370741485,0.4040979782086171
21.442885771543086,0.39835478424337184
21.54308617234469,0.39269321473234575
21.643286573146295,0.38711210959779013
21.743486973947896,0.38161032524942207
21.8436873747495,0.3761867343500972
21.943887775551104,0.3708402255848157
22.044088176352705,0.3655697034330088
22.14428857715431,0.36037408794406145
22.244488977955914,0.35525231451602746
22.344689378757515,0.35020333367748785
22.44488977955912,0.34522611087251
22.545090180360724,0.34031962624866324
22.645290581162325,0.33548287444804714
22.74549098196393,0.33071486440128933
22.845691382765533,0.3260146191244721
22.945891783567134,0.3213811755189443
23.04609218436874,0.3168135841739785
23.14629258517034,0.31231090917223325
23.246492985971944,0.30787222789797974
23.34669338677355,0.3034966308480546
23.44689378757515,0.29918322144549886
23.547094188376754,0.29493111585584547
23.647294589178358,0.2907394428060191
23.74749498997996,0.2866073434058081
23.847695390781563,0.28253397097187455
23.947895791583168,0.27851849085426605
24.04809619238477,0.27456008026539236
24.148296593186373,0.27065792811143263
24.248496993987978,0.26681123482614005
24.34869739478958,0.2630192122070067
24.448897795591183,0.259281083253758
24.549098196392787,0.2555960820091427
24.649298597194388,0.25196345340198495
24.749498997995993,0.24838245309246687
24.849699398797597,0.24485234731961128
24.949899799599198,0.24137241275093066
25.050100200400802,0.23794193633421312
25.150300601202407,0.23456021515141626
25.250501002004007,0.23122655627463568
25.350701402805612,0.2279402766241213
25.450901803607216,0.22470070282831234
25.551102204408817,0.22150717108586024
25.65130260521042,0.21835902702961318
25.751503006012026,0.2152556255925342
25.851703406813627,0.21219633087552398
25.95190380761523,0.2091805160171225
26.052104208416836,0.2062075630650633
26.152304609218437,0.20327686284965216
26.25250501002004,0.2003878148589457
26.352705410821645,0.19753982711570467
26.452905811623246,0.19473231605609523
26.55310621242485,0.19196470641011412
26.653306613226455,0.18923643108371416
26.753507014028056,0.1865469310426042
26.85370741482966,0.18389565519770043
26.953907815631265,0.1812820602922069
27.054108216432866,0.17870561079029937
27.15430861723447,0.176165778767392
27.254509018036075,0.1736620438019641
27.354709418837675,0.17119389286892306
27.45490981963928,0.16876082023448366
27.555110220440884,0.16636232735254156
27.655310621242485,0.16399792276251907
27.75551102204409,0.16166712198866254
27.855711422845694,0.15936944744077222
27.955911823647295,0.15710442831634147
28.0561122244489,0.15487160050408763
28.156312625250504,0.15267050648885405
28.256513026052104,0.15050069525786328
28.35671342685371,0.14836172220830254
28.45691382765531,0.1462531490562235
28.557114228456914,0.14417454374673538
28.65731462925852,0.1421254803654759
28.75751503006012,0.1401055390513395
28.857715430861724,0.13811430591044588
28.95791583166333,0.13615137293133195
29.05811623246493,0.1342163379013487
29.158316633266534,0.1323088043242457
29.258517034068138,0.13042838133892817
29.35871743486974,0.12857468363936744
29.458917835671343,0.1267473313956506
29.559118236472948,0.12494595017615177
29.65931863727455,0.12317017087080949
29.759519038076153,0.12141962961549468
29.859719438877757,0.11969396771745362
29.95991983967936,0.11799283158181015
30.060120240480963,0.11631587263911275
30.160320641282567,0.11466274727391151
30.260521042084168,0.11303311675434972
30.360721442885772,0.11142664716275644
30.460921843687377,0.10984300932722565
30.561122244488978,0.10828187875416737
30.661322645290582,0.1067429355618178
30.761523046092186,0.10522586441469438
30.861723446893787,0.10373035445898209
30.96192384769539,0.1022560992588384
31.062124248496996,0.10080279673360354
31.162324649298597,0.09937014909590264
31.2625250501002,0.09795786279062817
31.362725450901806,0.09656564843478938
31.462925851703407,0.09519322075821642
31.56312625250501,0.09384029854510743
31.663326653306616,0.09250660457640648
31.763527054108216,0.09119186557300005
31.86372745490982,0.08989581213972117
31.963927855711425,0.08861817871014945
32.06412825651303,0.08735870349219517
32.16432865731463,0.0861171284144575
32.26452905811623,0.08489319907334396
32.364729458917836,0.08368666468094293
32.46492985971944,0.08249727801363577
32.565130260521045,0.08132479536143977
32.66533066132265,0.08016897647807103
32.765531062124246,0.07902958453171731
32.86573146292585,0.07790638605650964
32.965931863727455,0.07679915090468505
33.06613226452906,0.07570765219942782
33.166332665330664,0.07463166628838182
33.26653306613227,0.07357097269782302
33.366733466933866,0.07252535408748391
33.46693386773547,0.07149459620601908
33.567134268537075,0.07047848784710498
33.66733466933868,0.06947682080616235
33.76753507014028,0.06848938983769463
33.86773547094189,0.06751599261323207
33.967935871743485,0.06655642967987423
34.06813627254509,0.06561050441942066
34.168336673346694,0.06467802300808384
34.2685370741483,0.06375879437677337
34.3687374749499,0.0628526301719454
34.46893787575151,0.06195934471700811
34.569138276553105,0.061078754974276096
34.66933867735471,0.060210680507464795
34.76953907815631,0.059354943444718894
34.86973947895792,0.058511368442165396
34.96993987975952,0.05767978264798504
35.07014028056113,0.0568600156669942
35.170340681362724,0.05605189952573049
35.27054108216433,0.05525526863803391
35.37074148296593,0.054469959771118105
35.47094188376754,0.05369581201212301
35.57114228456914,0.052932666735143255
35.671342685370746,0.05218036756872505
35.77154308617234,0.05143876036382522
35.87174348697395,0.05070769316222512
35.97194388777555,0.049987016165394256
36.07214428857716,0.049276581703795654
36.17234468937876,0.048576244206627935
36.27254509018036,0.047885860171997224
36.37274549098196,0.04720528813751301
36.47294589178357,0.04653438865130207
36.57314629258517,0.0458730242434342
36.673346693386776,0.045221059397754025
36.77354709418838,0.04457836052411328
36.87374749498998,0.0439447959309976
36.97394789579158,0.043320235798542425
37.07414829659319,0.042704552151932446
37.17434869739479,0.04209761883517907
37.274549098196395,0.04149931148527051
37.374749498998,0.040909507506689355
37.4749498997996,0.040328086046292254
37.5751503006012,0.03975492796854659
37.675350701402806,0.03918991583111923
37.77555110220441,0.0386329338608121
37.875751503006015,0.03808386792983979
37.97595190380762,0.037542605532444324
38.07615230460922,0.0370090357618423
38.17635270541082,0.036483049287499604
38.276553106212425,0.035964538332729244
38.37675350701403,0.03545339665260746
38.476953907815634,0.034949519512203674
38.57715430861724,0.03445280366511995
38.677354709418836,0.033963147332335374
38.77755511022044,0.033480450181351096
38.877755511022045,0.03300461330563188
38.97795591182365,0.032535539204339776
39.078156312625254,0.032073131762355725
39.17835671342686,0.0316172962305853
39.278557114228455,0.03116793920654416
39.37875751503006,0.03072496861521953
39.478957915831664,0.030288293690203725
39.57915831663327,0.02985782495509573
39.67935871743487,0.029433474205167117
39.77955911823648,0.02901515448928858
39.879759519038075,0.028602780092113277
39.97995991983968,0.028196266516513406
40.08016032064128,0.02779553046626647
40.18036072144289,0.02740048982898754
40.28056112224449,0.02701106365930408
40.3807615230461,0.026627172162269945
40.480961923847694,0.02624873667701507
40.5811623246493,0.025875679660627524
40.6813627254509,0.02550792467226472
40.78156312625251,0.02514539635749038
40.88176352705411,0.024788020432834085
40.981963927855716,0.024435723670570317
41.08216432865731,0.024088433883713806
41.18236472945892,0.023746079911228117
41.28256513026052,0.02340859160344451
41.38276553106213,0.023075899807688004
41.48296593186373,0.022747936354107684
41.58316633266533,0.022424634041708483
41.68336673346693,0.02210592662458131
41.78356713426854,0.02179174879832921
41.88376753507014,0.021482036186686055
41.983967935871746,0.02117672532832569
42.08416833667335,0.02087575366385843
42.18436873747495,0.02057905952301243
42.28456913827655,0.020286582111997083
42.38476953907816,0.019998261501046322
42.48496993987976,0.019714038612138628
42.585170340681366,0.019433855206891795
42.68537074148297,0.01915765387462961
42.78557114228457,0.018885378020618227
42.88577154308617,0.018616971854469578
42.985971943887776,0.01835238037870987
43.08617234468938,0.01809154937751024
43.186372745490985,0.017834425405577843
43.28657314629259,0.017580955777204556
43.38677354709419,0.01733108855547162
43.48697394789579,0.017084772541607444
43.587174348697395,0.016841957264496856
43.687374749499,0.01660259297033935
43.787575150300604,0.01636663061245433
43.88777555110221,0.016134021841231222
43.987975951903806,0.01590471899422253
44.08817635270541,0.015678675086377516
44.188376753507015,0.015455843800414879
44.28857715430862,0.01523617947733209
44.388777555110224,0.015019637107049724
44.48897795591183,0.014806172319188664
44.589178356713425,0.01459574137397853
44.68937875751503,0.014388301153295114
44.789579158316634,0.014183809151825414
44.88977955911824,0.013982223468358064
44.98997995991984,0.01378350279719765
45.09018036072145,0.013587606419700946
45.190380761523045,0.013394494195933604
45.29058116232465,0.013204126556445223
45.390781563126254,0.013016464494161495
45.49098196392786,0.012831469556391459
45.59118236472946,0.012649103836948415
45.69138276553107,0.012469329968382752
45.791583166332664,0.012292111114325295
45.89178356713427,0.012117410961939294
45.99198396793587,0.011945193714479864
46.09218436873748,0.011775424083959039
46.19238476953908,0.011608067283915158
46.29258517034068,0.011443089022284946
46.392785571142284,0.011280455494376956
46.49298597194389,0.011120133375944875
46.59318637274549,0.01096208981635923
46.6933867735471,0.010806292431876174
46.7935871743487,0.010652709299001934
46.8937875751503,0.010501308947951541
46.9939879759519,0.010352060356200564
47.09418837675351,0.010204932942128486
47.19438877755511,0.010059896558752397
47.294589178356716,0.009916921487549754
47.39478957915832,0.009775978432368958
47.49498997995992,0.009637038513426422
47.59519038076152,0.009500073261389016
47.69539078156313,0.009365054611540606
47.79559118236473,0.009231954898031454
47.895791583166336,0.009100746848209386
47.99599198396794,0.008971403577031531
48.09619238476954,0.008843898581555444
48.19639278557114,0.008718205735508562
48.296593186372746,0.008594299283934848
48.39679358717435,0.008472153837917478
48.496993987975955,0.00835174436937656
48.59719438877756,0.008233046205940783
48.69739478957916,0.008116035025891937
48.79759519038076,0.008000686853181307
48.897795591182366,0.007886978052516909
48.99799599198397,0.007774885324520497
49.098196392785574,0.007664385700953438
49.19839679358718,0.007555456540010439
49.298597194388776,0.007448075521680131
49.39879759519038,0.0073422206431716245
49.498997995991985,0.007237870214406066
49.59919839679359,0.007135002853572236
49.699398797595194,0.007033597482745336
49.7995991983968,0.006933633323568048
49.899799599198396,0.006835089892992949
50.0,0.006737946999085467
